Title,Authors,Date Read,Rating,Review,Format,Contributors,ISBN/UID,Read Status,Date Added,Last Date Read,Read Count
Love and Other Words,Christina Lauren,2023/11/18,8,"Aww I liked this one. I like the fated lovers trope and the word games. I really liked the childhood timeline I thought it was great. I didn’t live the adult one as much..I think there needed to be more moments in the present bc I get the whole you’re the only one I could ever love, but like you haven’t seen someone in 10 years and you break off a fiver year relationship no. Also she inadvertently blamed him for his father’s death….and he thought he had sex with her when really it was another girl…??? Overall I got lost in the story in a good way but there were some ??? moments.",paperback,,9781501128011,read,2023/05/10,2023/11/18,1
The Love Plot,Samantha Young,2023/11/20,6,"The beginning and middle were rough not gonna lie, but I liked the ending. I wasn’t a fan of the manic pixie girl vibes or the potential for a double third act break up but I think I ended up liking the end. It felt silly that different people in the family disapproved at different stages idk I guess it could’ve been a lot worse but it felt like a struggle to get through like the 55%-85% section of the book, oh well",digital,,9780593438640,read,2023/11/21,2023/11/20,1
Never Have I Ever,Stephanie Alves,2023/11/22,6,Hmmm I liked the beginning and moments in the middle but not all of the middle and the end was like everything was fixed with a thanos snap. I loved the teach me moments those were good. I liked there were some moments of connection but also they had the weirdest back stories and it’s hard to feel empathy for privileged rich kids,digital,,B0DWWC63VQ,read,2023/11/22,2023/11/22,1
Spin the Bottle,Stephanie Alves,2023/11/26,6,NOT EVERYTHING BEING RESOLVED IN ONLY A FEW PAGES AND THE “YOURE LIKE A SON TO ME” EVEN THO HE DIDNT EVEN BELIEVE HIM ABOUT THE DRUG TEST AND WE HAD HARDLY SEEN THEIR RELATIONSHIP TOGETHER AND THE SAD EXCUSE OF THE MOTHER APOLOGIZING AND ALSO NOT HER SAYING SHE LOVES HIM ONLY TO SAY THAT SHE CANT TRUST HIM WTF DOES LOVING SOMEONE MEAN???? TRUSTING THEM ok ok there were some good moments (**if you say that you’re malnourishing your body to lose weight I’ll fucking lose it**) and the spice wasn’t bad either but like I can’t hang on to one off moments I need a collective of moments. Overall meh way too hyped on social media,digital,,,read,2023/11/26,2023/11/26,1
Baggage Claim,Juliana Smith,2023/11/27,7,"Ok ok I really enjoyed the beginning and most of the middle. And then… :( overall it needed more relationship exposition of them liking each other, like she was feisty and then all the sudden decided “actually I really like him for no clear reason;” lying by omission is stupid, trying to justify cheating???? Suddenly all is fine and he goes to the airport??? Like she’s fine just being there??? Gahh I knew how the outcome would be but trying to justify it???? And also the eating disorder and body images weren’t great…there were many moments that I enjoyed but the few big moments that I didn’t trumped the good ones",digital,,B0BFJMZ2J2,read,2022/12/02,2023/11/27,1
Would You Rather,Allison Ashley,2023/11/30,9,"EMOTIONAL DAMAGE 3000. This book was actually so good like wtf. I liked that the the characters talked about their problems rather than ignored them. I really don’t have any substantial criticize except that I wanted more (except that it was a perfect length). I liked the nuance again of loving someone and where does the line of marriage being real cross as well as the complexity of loving someone with a chronic illness. Overall, loved it!!",digital,,9781867270416,read,2023/11/30,2023/11/30,1
Holiday Romance,Catherine Walsh,2023/11/30,9,"Holy shirt that was an actually good one…it was like people we meet on vacation done right….and Christmas!!! I really loved that the characters talked to one another and didn’t get jaded or stupid with one fight. I like that they were mature, wanted each other to be happy, and helped each other and although there were some silly moments about getting to/through an airport in under an hour I reallly enjoyed this book. Friends to lovers was great, a few heated moments, and a sweet ending.",digital,,9781803145457,read,2023/11/30,2023/11/30,1
The Roommate Pact,Allison Ashley,2023/12/02,8,"There were such sweet, good moments. Overall I really enjoyed. But the third act break up timeline/pacing MADDENING (also why no spice?) They what took a month to fall in love and then took four months to even talk again??? I really liked that they did talk and there was a level is maturity and boundary setting. But cmon four months apart?? Anyways, fun read!",digital,,9780369735911,read,2023/08/09,2023/12/02,1
Snowed In,Catherine Walsh,2023/12/06,8,"Okay she turned it around in the end. The first third was kinda rough and I wasn’t too invested but it got better and I’m glad I finished it. I like the no third act break up, liked the spice, and the talking through things. Also loved the little engagement mismatch. I wish we had more background on why she left Isaac it felt like it came out of nowhere the entire time (like hints would’ve been good) what mostly annoyed me was that the families didn’t even try to be kind to the s/o like what the heck do people really act mean like that??? Idk I guess the protectiveness is nice but still you hardly know the person and a level of politeness is courteous. Anyways a pleasant surprise and a story that got better as it went on!",digital,,B0CDC2XZSK,read,2023/12/09,2023/12/06,1
Unsteady,Peyton Corinne,2023/12/09,9,"Okay wait, that was actually so good….and I actually want sm more. I hope she keeps writing. I liked them working out their demons and learning to depend on one another without being codependent. I liked the spice and the banter and honestly was really pleased overall!",digital,,B0CVXRWMLF,read,2023/12/09,2023/12/09,1
The Sister Between Us,Hailey Dickert,2023/12/11,8,WAIT THAT WAS SO GOOD. I felt like the second timeline felt rushed a little…just the picking up right where they left off didn’t make sense completely…but ehhh it’s fiction and they got to be happy. I liked that they all dealt with their grief and understood that space was the healthy thing to do. Ik it was supposed to be a plot twist but I ducking guessed the sister would die. I mean the title kinda gives it away but agjdnfke. Anyways it was emotional and painful but I loved it,digital,,B0BG2VT9YK,read,2023/12/11,2023/12/11,1
Return Policy,Hailey Dickert,2023/12/13,7,I’m so disappointed. There were good moments but the bad ones outweighed them. I thought the banter was good in the beginning but then everything was solved by sex and the FMC started to annoy me. So much shirt was in this book tho like why were her family members so judge before meeting him…he hadn’t met his own family until recently. And why was she so upset about him keeping things from her like maybe he just needed time. And why was the ex such a slimy mf. Someone was clearly not doing a good job keeping him away and why did the dad blame the bf when he was trying to do right by his gf. Anyways started good and went downhill.,digital,,B0BWYFXHDF,read,2023/12/13,2023/12/13,1
The Fake Out,Stephanie Archer,2023/12/15,8,"This was good!! It’s an eight but I give it a high eight. I’m not sure what stopping the nine, but overall it was really good. I liked the no third act break up I liked the characters I like the side characters overall it was good!!! I guess there wasn’t anything bad but also nothing that really stood out lol. Still fun read!",digital,,B0CNSGXRN9,read,2024/06/14,2023/12/15,1
Poetry of Flowers,Emmy Adamea,2023/12/16,5,"Oh god this one had so much potential but you can just tell when it’s been self published and it always has some errors. Aside from typos, the poetry was cringey to me. I think I’m just not the target audience for nice words. I wanted spice and there wasn’t any :( it could’ve been so good but alas. Also what’s up with self published authors giving soooo much trauma to the characters…like developed their arcs without trauma or at least less anyways disappointed. ALSO the little insta post that got me to this book where it was like “he said the same thing to her three years later” bs bs bs freaking lied to me bc the three years later was the fucking epilogue scene and had no significance",digital,,,read,2023/12/16,2023/12/16,1
